Sample,X,Y,Z
946,0.301,-0.078,1.273
947,0.086,0.445,0.973
948,-0.117,0.285,0.523
949,0.004,-0.125,0.934
950,-0.168,-0.555,0.953
951,-0.051,0.004,0.469
952,0.195,0.867,0.965
953,-0.129,-0.266,1.383
954,0.055,0.363,0.855
955,0.324,0.629,1.148
956,0.215,-0.699,1.535
957,0.246,-0.199,1.211
958,0.281,0.254,0.805
959,0.172,-0.363,0.895
960,-0.121,0.195,0.918
961,-0.309,0.102,0.637
962,-0.035,-0.223,0.930
963,-0.203,-0.148,1.148
964,0.035,-0.051,1.207
965,0.086,0.262,1.078
966,-0.008,0.121,1.133
967,0.047,0.539,1.109
968,-0.047,0.125,0.859
969,-0.160,0.062,0.828
970,-0.039,0.383,0.926
971,-0.105,-0.574,0.938
972,-0.023,0.004,0.676
973,0.145,0.539,0.980
974,0.219,-0.621,1.227
975,0.090,0.871,0.965
976,-0.035,0.129,1.113
977,0.066,-0.266,1.355
978,0.215,0.602,0.949
979,0.172,-0.035,1.176
980,0.262,-0.559,1.180
981,0.164,0.223,0.477
982,-0.188,0.039,0.918
983,-0.230,-0.332,0.961
984,-0.027,0.098,0.711
985,0.211,0.066,1.309
986,-0.125,-0.453,1.031
987,0.039,0.133,1.270
988,-0.230,0.461,1.008
989,-0.168,0.094,0.977
990,-0.016,0.398,1.133
991,0.031,-0.098,0.930
992,0.145,-0.246,1.074
993,0.055,0.008,0.980
994,0.023,0.238,0.660
995,0.160,-0.535,1.398
996,-0.090,-0.184,0.773
997,0.070,0.406,0.707
998,0.148,-0.113,1.383
999,0.051,-0.141,0.953
Rate 1360, overflows 0
